category,language,text
SNOWFALL,pa,ਪਹਾੜਾਂ 'ਤੇ ਬਰਫ ਪੈਣ ਨਾਲ ਠੰਡ ਵਧੀ
SNOWFALL,pa,ਪਹਾੜਾਂ 'ਤੇ ਬਰਫ ਪੈਣ ਨਾਲ ਠੰਡ ਵਧੀ
SNOWFALL,pa,ਪਹਾੜਾਂ 'ਤੇ ਬਰਫ ਪੈਣ ਨਾਲ ਠੰਡ ਵਧੀ
SNOWFALL,pa,ਲੁਧਿਆਣਾ ਦੇ ਉੱਚੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਬਰਫਬਾਰੀ
SNOWFALL,pa,ਪਟਿਆਲਾ ਦੇ ਉੱਚੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਬਰਫਬਾਰੀ
SNOWFALL,pa,ਲੁਧਿਆਣਾ ਦੇ ਉੱਚੇ ਇਲਾਕਿਆਂ ਵਿੱਚ ਬਰਫਬਾਰੀ
SNOWFALL,pa,ਪਹਾੜਾਂ 'ਤੇ ਬਰਫ ਪੈਣ ਨਾਲ ਠੰਡ ਵਧੀ
DROUGHT,pa,ਬਾਰਸ਼ ਨਾ ਹੋਣ ਕਾਰਨ ਸੋਕਾ ਪੈ ਗਿਆ
DROUGHT,pa,ਬਾਰਸ਼ ਨਾ ਹੋਣ ਕਾਰਨ ਸੋਕਾ ਪੈ ਗਿਆ
DROUGHT,pa,ਲੁਧਿਆਣਾ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਸੋਕੇ ਵਰਗੀ ਸਥਿਤੀ
DROUGHT,pa,ਪਟਿਆਲਾ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਸੋਕੇ ਵਰਗੀ ਸਥਿਤੀ
DROUGHT,pa,ਬਾਰਸ਼ ਨਾ ਹੋਣ ਕਾਰਨ ਸੋਕਾ ਪੈ ਗਿਆ
DROUGHT,pa,ਜਲੰਧਰ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਸੋਕੇ ਵਰਗੀ ਸਥਿਤੀ
DROUGHT,pa,ਅੰਮ੍ਰਿਤਸਰ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਸੋਕੇ ਵਰਗੀ ਸਥਿਤੀ
DROUGHT,pa,ਪਟਿਆਲਾ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਸੋਕੇ ਵਰਗੀ ਸਥਿਤੀ
DROUGHT,pa,ਬਾਰਸ਼ ਨਾ ਹੋਣ ਕਾਰਨ ਸੋਕਾ ਪੈ ਗਿਆ
DROUGHT,pa,ਅੰਮ੍ਰਿਤਸਰ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਸੋਕੇ ਵਰਗੀ ਸਥਿਤੀ
DROUGHT,pa,ਪਟਿਆਲਾ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਸੋਕੇ ਵਰਗੀ ਸਥਿਤੀ
DROUGHT,pa,ਅੰਮ੍ਰਿਤਸਰ ਜ਼ਿਲ੍ਹੇ ਵਿੱਚ ਸੋਕੇ ਵਰਗੀ ਸਥਿਤੀ
LANDSLIDE,pa,ਜ਼ਮੀਨ ਖਿਸਕਣ ਨਾਲ ਪਿੰਡ ਦਾ ਸੰਪਰਕ ਟੁੱਟਿਆ
LANDSLIDE,pa,ਜਲੰਧਰ ਨੇੜੇ ਜ਼ਮੀਨ ਖਿਸਕਣ ਕਾਰਨ ਸੜਕ ਬੰਦ
LANDSLIDE,pa,ਜ਼ਮੀਨ ਖਿਸਕਣ ਨਾਲ ਪਿੰਡ ਦਾ ਸੰਪਰਕ ਟੁੱਟਿਆ
LANDSLIDE,pa,ਜ਼ਮੀਨ ਖਿਸਕਣ ਨਾਲ ਪਿੰਡ ਦਾ ਸੰਪਰਕ ਟੁੱਟਿਆ
LANDSLIDE,pa,ਜ਼ਮੀਨ ਖਿਸਕਣ ਨਾਲ ਪਿੰਡ ਦਾ ਸੰਪਰਕ ਟੁੱਟਿਆ
LANDSLIDE,pa,ਜ਼ਮੀਨ ਖਿਸਕਣ ਨਾਲ ਪਿੰਡ ਦਾ ਸੰਪਰਕ ਟੁੱਟਿਆ
LANDSLIDE,pa,ਲੁਧਿਆਣਾ ਨੇੜੇ ਜ਼ਮੀਨ ਖਿਸਕਣ ਕਾਰਨ ਸੜਕ ਬੰਦ
LANDSLIDE,pa,ਅੰਮ੍ਰਿਤਸਰ ਨੇੜੇ ਜ਼ਮੀਨ ਖਿਸਕਣ ਕਾਰਨ ਸੜਕ ਬੰਦ
LANDSLIDE,pa,ਅੰਮ੍ਰਿਤਸਰ ਨੇੜੇ ਜ਼ਮੀਨ ਖਿਸਕਣ ਕਾਰਨ ਸੜਕ ਬੰਦ
LANDSLIDE,pa,ਪਟਿਆਲਾ ਨੇੜੇ ਜ਼ਮੀਨ ਖਿਸਕਣ ਕਾਰਨ ਸੜਕ ਬੰਦ
LANDSLIDE,pa,ਜ਼ਮੀਨ ਖਿਸਕਣ ਨਾਲ ਪਿੰਡ ਦਾ ਸੰਪਰਕ ਟੁੱਟਿਆ
LANDSLIDE,pa,ਜ਼ਮੀਨ ਖਿਸਕਣ ਨਾਲ ਪਿੰਡ ਦਾ ਸੰਪਰਕ ਟੁੱਟਿਆ
WATERLOGGING,pa,ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਖੜ੍ਹਾ ਹੋ ਗਿਆ
WATERLOGGING,pa,ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਖੜ੍ਹਾ ਹੋ ਗਿਆ
WATERLOGGING,pa,ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਖੜ੍ਹਾ ਹੋ ਗਿਆ
WATERLOGGING,pa,ਅੰਮ੍ਰਿਤਸਰ ਦੀਆਂ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
WATERLOGGING,pa,ਜਲੰਧਰ ਦੀਆਂ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
WATERLOGGING,pa,ਲੁਧਿਆਣਾ ਦੀਆਂ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
WATERLOGGING,pa,ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਖੜ੍ਹਾ ਹੋ ਗਿਆ
WATERLOGGING,pa,ਲੁਧਿਆਣਾ ਦੀਆਂ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
WATERLOGGING,pa,ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਖੜ੍ਹਾ ਹੋ ਗਿਆ
WATERLOGGING,pa,ਜਲੰਧਰ ਦੀਆਂ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
WATERLOGGING,pa,ਮੀਂਹ ਤੋਂ ਬਾਅਦ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਖੜ੍ਹਾ ਹੋ ਗਿਆ
WATERLOGGING,pa,ਪਟਿਆਲਾ ਦੀਆਂ ਸੜਕਾਂ 'ਤੇ ਪਾਣੀ ਭਰ ਗਿਆ
CLOUDBURST,pa,ਬੱਦਲ ਫਟਣ ਵਰਗੇ ਮੀਂਹ ਕਾਰਨ ਨਾਲੇ ਉਭੜ ਗਏ
CLOUDBURST,pa,ਪਟਿਆਲਾ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
CLOUDBURST,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
CLOUDBURST,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
CLOUDBURST,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
CLOUDBURST,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
CLOUDBURST,pa,ਬੱਦਲ ਫਟਣ ਵਰਗੇ ਮੀਂਹ ਕਾਰਨ ਨਾਲੇ ਉਭੜ ਗਏ
CLOUDBURST,pa,ਜਲੰਧਰ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
CLOUDBURST,pa,ਅੰਮ੍ਰਿਤਸਰ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
CLOUDBURST,pa,ਲੁਧਿਆਣਾ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
CLOUDBURST,pa,ਬੱਦਲ ਫਟਣ ਵਰਗੇ ਮੀਂਹ ਕਾਰਨ ਨਾਲੇ ਉਭੜ ਗਏ
CLOUDBURST,pa,ਜਲੰਧਰ ਵਿੱਚ ਬੱਦਲ ਫਟਣ ਕਾਰਨ ਨੁਕਸਾਨ
RAINFALL,ne,काठमाडौं मा हल्का पानी परिरहेको छ
RAINFALL,ne,रुकरुक पानी परेर सडकहरु भिजेका छन्
RAINFALL,ne,भैरहवा मा हल्का पानी परिरहेको छ
RAINFALL,ne,रुकरुक पानी परेर सडकहरु भिजेका छन्
RAINFALL,ne,भैरहवा मा हल्का पानी परिरहेको छ
RAINFALL,ne,रुकरुक पानी परेर सडकहरु भिजेका छन्
RAINFALL,ne,रुकरुक पानी परेर सडकहरु भिजेका छन्
RAINFALL,ne,विराटनगर मा हल्का पानी परिरहेको छ
RAINFALL,ne,रुकरुक पानी परेर सडकहरु भिजेका छन्
RAINFALL,ne,काठमाडौं मा हल्का पानी परिरहेको छ
RAINFALL,ne,विराटनगर मा हल्का पानी परिरहेको छ
RAINFALL,ne,रुकरुक पानी परेर सडकहरु भिजेका छन्
HEAVY_RAINFALL,ne,मुसलधारे वर्षाले नगर प्रभावित भएको छ
HEAVY_RAINFALL,ne,विराटनगर मा भारी वर्षा भइरहेको छ
HEAVY_RAINFALL,ne,मुसलधारे वर्षाले नगर प्रभावित भएको छ
HEAVY_RAINFALL,ne,मुसलधारे वर्षाले नगर प्रभावित भएको छ
HEAVY_RAINFALL,ne,काठमाडौं मा भारी वर्षा भइरहेको छ
HEAVY_RAINFALL,ne,मुसलधारे वर्षाले नगर प्रभावित भएको छ
HEAVY_RAINFALL,ne,मुसलधारे वर्षाले नगर प्रभावित भएको छ
HEAVY_RAINFALL,ne,मुसलधारे वर्षाले नगर प्रभावित भएको छ
HEAVY_RAINFALL,ne,मुसलधारे वर्षाले नगर प्रभावित भएको छ
HEAVY_RAINFALL,ne,काठमाडौं मा भारी वर्षा भइरहेको छ
HEAVY_RAINFALL,ne,मुसलधारे वर्षाले नगर प्रभावित भएको छ
HEAVY_RAINFALL,ne,विराटनगर मा भारी वर्षा भइरहेको छ
FLOOD,ne,भैरहवा को तल्लो क्षेत्रमा बाढी आयो
FLOOD,ne,बाढीको पानी निरन्तर बढ्दै गएको छ
FLOOD,ne,काठमाडौं को तल्लो क्षेत्रमा बाढी आयो
FLOOD,ne,पोखरा को तल्लो क्षेत्रमा बाढी आयो
FLOOD,ne,बाढीको पानी निरन्तर बढ्दै गएको छ
FLOOD,ne,भैरहवा को तल्लो क्षेत्रमा बाढी आयो
FLOOD,ne,बाढीको पानी निरन्तर बढ्दै गएको छ
FLOOD,ne,पोखरा को तल्लो क्षेत्रमा बाढी आयो
FLOOD,ne,बाढीको पानी निरन्तर बढ्दै गएको छ
FLOOD,ne,विराटनगर को तल्लो क्षेत्रमा बाढी आयो
FLOOD,ne,पोखरा को तल्लो क्षेत्रमा बाढी आयो
FLOOD,ne,बाढीको पानी निरन्तर बढ्दै गएको छ
FLASH_FLOOD,ne,भैरहवा मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,काठमाडौं मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,पोखरा मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,काठमाडौं मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,भारी वर्षापछि सडकमा अचानक बाढी आयो
FLASH_FLOOD,ne,भारी वर्षापछि सडकमा अचानक बाढी आयो
FLASH_FLOOD,ne,विराटनगर मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,विराटनगर मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,काठमाडौं मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,पोखरा मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,विराटनगर मा अचानक आएको बाढीले क्षति पुर्‍यायो
FLASH_FLOOD,ne,विराटनगर मा अचानक आएको बाढीले क्षति पुर्‍यायो
THUNDERSTORM,ne,ठूलो गर्जनका साथ पानी परिरहेको छ
THUNDERSTORM,ne,ठूलो गर्जनका साथ पानी परिरहेको छ
THUNDERSTORM,ne,ठूलो गर्जनका साथ पानी परिरहेको छ
THUNDERSTORM,ne,भैरहवा मा आँधीसहित वर्षा भयो
THUNDERSTORM,ne,ठूलो गर्जनका साथ पानी परिरहेको छ
THUNDERSTORM,ne,विराटनगर मा आँधीसहित वर्षा भयो
THUNDERSTORM,ne,पोखरा मा आँधीसहित वर्षा भयो
THUNDERSTORM,ne,ठूलो गर्जनका साथ पानी परिरहेको छ
THUNDERSTORM,ne,ठूलो गर्जनका साथ पानी परिरहेको छ
THUNDERSTORM,ne,काठमाडौं मा आँधीसहित वर्षा भयो
THUNDERSTORM,ne,ठूलो गर्जनका साथ पानी परिरहेको छ
THUNDERSTORM,ne,विराटनगर मा आँधीसहित वर्षा भयो
LIGHTNING,ne,काठमाडौं मा चट्याङ परेका घटनाहरु
LIGHTNING,ne,आकाशमा बिजुली चम्किरहेको छ
LIGHTNING,ne,आकाशमा बिजुली चम्किरहेको छ
LIGHTNING,ne,विराटनगर मा चट्याङ परेका घटनाहरु
LIGHTNING,ne,आकाशमा बिजुली चम्किरहेको छ
LIGHTNING,ne,विराटनगर मा चट्याङ परेका घटनाहरु
LIGHTNING,ne,आकाशमा बिजुली चम्किरहेको छ
LIGHTNING,ne,आकाशमा बिजुली चम्किरहेको छ
LIGHTNING,ne,काठमाडौं मा चट्याङ परेका घटनाहरु
LIGHTNING,ne,आकाशमा बिजुली चम्किरहेको छ
LIGHTNING,ne,काठमाडौं मा चट्याङ परेका घटनाहरु
LIGHTNING,ne,भैरहवा मा चट्याङ परेका घटनाहरु
CYCLONE,ne,चक्रवातको चेतावनी जारी गरियो
CYCLONE,ne,चक्रवात भैरहवा तट नजिक पुगेको छ
CYCLONE,ne,चक्रवातको चेतावनी जारी गरियो
CYCLONE,ne,चक्रवातको चेतावनी जारी गरियो
CYCLONE,ne,चक्रवात भैरहवा तट नजिक पुगेको छ
CYCLONE,ne,चक्रवात पोखरा तट नजिक पुगेको छ
CYCLONE,ne,चक्रवातको चेतावनी जारी गरियो
CYCLONE,ne,चक्रवात विराटनगर तट नजिक पुगेको छ
CYCLONE,ne,चक्रवात विराटनगर तट नजिक पुगेको छ
CYCLONE,ne,चक्रवातको चेतावनी जारी गरियो
CYCLONE,ne,चक्रवात विराटनगर तट नजिक पुगेको छ
CYCLONE,ne,चक्रवात भैरहवा तट नजिक पुगेको छ
HEATWAVE,ne,काठमाडौं मा गर्मी लहर चलिरहेको छ
HEATWAVE,ne,विराटनगर मा गर्मी लहर चलिरहेको छ
HEATWAVE,ne,अत्यधिक गर्मीले जनजीवन प्रभावित
HEATWAVE,ne,अत्यधिक गर्मीले जनजीवन प्रभावित
HEATWAVE,ne,अत्यधिक गर्मीले जनजीवन प्रभावित
HEATWAVE,ne,काठमाडौं मा गर्मी लहर चलिरहेको छ
HEATWAVE,ne,अत्यधिक गर्मीले जनजीवन प्रभावित
HEATWAVE,ne,भैरहवा मा गर्मी लहर चलिरहेको छ
HEATWAVE,ne,अत्यधिक गर्मीले जनजीवन प्रभावित
HEATWAVE,ne,अत्यधिक गर्मीले जनजीवन प्रभावित
HEATWAVE,ne,काठमाडौं मा गर्मी लहर चलिरहेको छ
HEATWAVE,ne,अत्यधिक गर्मीले जनजीवन प्रभावित
COLD_WAVE,ne,काठमाडौं मा जाडो लहर चलिरहेको छ
COLD_WAVE,ne,अत्यधिक चिसोका कारण विद्यालय बन्द
COLD_WAVE,ne,अत्यधिक चिसोका कारण विद्यालय बन्द
COLD_WAVE,ne,अत्यधिक चिसोका कारण विद्यालय बन्द
COLD_WAVE,ne,काठमाडौं मा जाडो लहर चलिरहेको छ
COLD_WAVE,ne,पोखरा मा जाडो लहर चलिरहेको छ
COLD_WAVE,ne,विराटनगर मा जाडो लहर चलिरहेको छ
COLD_WAVE,ne,भैरहवा मा जाडो लहर चलिरहेको छ
COLD_WAVE,ne,विराटनगर मा जाडो लहर चलिरहेको छ
COLD_WAVE,ne,अत्यधिक चिसोका कारण विद्यालय बन्द
COLD_WAVE,ne,अत्यधिक चिसोका कारण विद्यालय बन्द
COLD_WAVE,ne,भैरहवा मा जाडो लहर चलिरहेको छ
FOG,ne,विराटनगर मा बिहान कुहिरो लाग्यो
FOG,ne,कुहिरोका कारण दृश्यता घट्यो
FOG,ne,भैरहवा मा बिहान कुहिरो लाग्यो
FOG,ne,विराटनगर मा बिहान कुहिरो लाग्यो
FOG,ne,कुहिरोका कारण दृश्यता घट्यो
FOG,ne,कुहिरोका कारण दृश्यता घट्यो
FOG,ne,कुहिरोका कारण दृश्यता घट्यो
FOG,ne,काठमाडौं मा बिहान कुहिरो लाग्यो
FOG,ne,विराटनगर मा बिहान कुहिरो लाग्यो
FOG,ne,कुहिरोका कारण दृश्यता घट्यो
FOG,ne,भैरहवा मा बिहान कुहिरो लाग्यो
FOG,ne,कुहिरोका कारण दृश्यता घट्यो
DENSE_FOG,ne,"भैरहवा मा घना कुहिरो, दृश्यता लगभग शून्य"
DENSE_FOG,ne,घना कुहिरोका कारण उडान रद्द भयो
DENSE_FOG,ne,घना कुहिरोका कारण उडान रद्द भयो
DENSE_FOG,ne,"काठमाडौं मा घना कुहिरो, दृश्यता लगभग शून्य"
DENSE_FOG,ne,घना कुहिरोका कारण उडान रद्द भयो
DENSE_FOG,ne,"पोखरा मा घना कुहिरो, दृश्यता लगभग शून्य"
DENSE_FOG,ne,"पोखरा मा घना कुहिरो, दृश्यता लगभग शून्य"
DENSE_FOG,ne,"भैरहवा मा घना कुहिरो, दृश्यता लगभग शून्य"
DENSE_FOG,ne,"भैरहवा मा घना कुहिरो, दृश्यता लगभग शून्य"
DENSE_FOG,ne,"पोखरा मा घना कुहिरो, दृश्यता लगभग शून्य"
DENSE_FOG,ne,घना कुहिरोका कारण उडान रद्द भयो
DENSE_FOG,ne,"काठमाडौं मा घना कुहिरो, दृश्यता लगभग शून्य"
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,काठमाडौं मा धुलिलो आँधी चल्यो
DUST_STORM,ne,काठमाडौं मा धुलिलो आँधी चल्यो
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,आँधीका कारण दृश्यता घट्यो
DUST_STORM,ne,विराटनगर मा धुलिलो आँधी चल्यो
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,काठमाडौं मा तीव्र हावा चलिरहेको छ
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,पोखरा मा तीव्र हावा चलिरहेको छ
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
STRONG_WIND,ne,तीव्र हावाले रुख ढलायो
HAILSTORM,ne,असिनाले घरहरुमा क्षति पुर्‍यायो
HAILSTORM,ne,भैरहवा मा असिना परेर बालीनाली क्षति
HAILSTORM,ne,भैरहवा मा असिना परेर बालीनाली क्षति
HAILSTORM,ne,असिनाले घरहरुमा क्षति पुर्‍यायो
HAILSTORM,ne,पोखरा मा असिना परेर बालीनाली क्षति
HAILSTORM,ne,विराटनगर मा असिना परेर बालीनाली क्षति
HAILSTORM,ne,असिनाले घरहरुमा क्षति पुर्‍यायो
HAILSTORM,ne,पोखरा मा असिना परेर बालीनाली क्षति
HAILSTORM,ne,पोखरा मा असिना परेर बालीनाली क्षति
HAILSTORM,ne,पोखरा मा असिना परेर बालीनाली क्षति
HAILSTORM,ne,भैरहवा मा असिना परेर बालीनाली क्षति
HAILSTORM,ne,विराटनगर मा असिना परेर बालीनाली क्षति
SNOWFALL,ne,विराटनगर को उच्च भागमा हिमपात
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,पोखरा को उच्च भागमा हिमपात
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,हिमालमा हिमपात भएपछि चिसो बढ्यो
SNOWFALL,ne,पोखरा को उच्च भागमा हिमपात
DROUGHT,ne,पोखरा जिल्लामा खडेरीको अवस्था
DROUGHT,ne,विराटनगर जिल्लामा खडेरीको अवस्था
DROUGHT,ne,पानी नपरेपछि खडेरी पर्यो
DROUGHT,ne,भैरहवा जिल्लामा खडेरीको अवस्था
DROUGHT,ne,पोखरा जिल्लामा खडेरीको अवस्था
DROUGHT,ne,पोखरा जिल्लामा खडेरीको अवस्था
DROUGHT,ne,पानी नपरेपछि खडेरी पर्यो
DROUGHT,ne,पानी नपरेपछि खडेरी पर्यो
DROUGHT,ne,पानी नपरेपछि खडेरी पर्यो
DROUGHT,ne,पानी नपरेपछि खडेरी पर्यो
DROUGHT,ne,भैरहवा जिल्लामा खडेरीको अवस्था
DROUGHT,ne,पानी नपरेपछि खडेरी पर्यो
LANDSLIDE,ne,काठमाडौं नजिक पहिरोले सडक बन्द
LANDSLIDE,ne,पहिरोले गाउँको सम्पर्क टुट्यो
LANDSLIDE,ne,पहिरोले गाउँको सम्पर्क टुट्यो
LANDSLIDE,ne,पहिरोले गाउँको सम्पर्क टुट्यो
LANDSLIDE,ne,पहिरोले गाउँको सम्पर्क टुट्यो
LANDSLIDE,ne,पहिरोले गाउँको सम्पर्क टुट्यो
LANDSLIDE,ne,पहिरोले गाउँको सम्पर्क टुट्यो
LANDSLIDE,ne,पोखरा नजिक पहिरोले सडक बन्द
LANDSLIDE,ne,काठमाडौं नजिक पहिरोले सडक बन्द
LANDSLIDE,ne,पहिरोले गाउँको सम्पर्क टुट्यो
LANDSLIDE,ne,काठमाडौं नजिक पहिरोले सडक बन्द
LANDSLIDE,ne,पहिरोले गाउँको सम्पर्क टुट्यो
WATERLOGGING,ne,वर्षापछि सडकमा पानी जम्मा भयो
WATERLOGGING,ne,वर्षापछि सडकमा पानी जम्मा भयो
WATERLOGGING,ne,पोखरा का सडकमा पानी जम्मा भयो
WATERLOGGING,ne,वर्षापछि सडकमा पानी जम्मा भयो
WATERLOGGING,ne,वर्षापछि सडकमा पानी जम्मा भयो
WATERLOGGING,ne,वर्षापछि सडकमा पानी जम्मा भयो
WATERLOGGING,ne,विराटनगर का सडकमा पानी जम्मा भयो
